tracker_history_id,tracker_id,installation_id,tracker_status,timestamp,metadata
3,6a144d52-2da0-4039-af37-6912b7af87c7,f52ea36d-5506-48e6-a7c3-16c9d5c7c377,Normal,1545656132619,"{""device_publish_freq"": 0, ""restart_time"": 1545656112643, ""boot_code"": """", ""ap_connected_rssi"": 0, ""tracker_publish_freq"": 0, ""ap_connected_to"": """", ""coordinates"": [0, 0, 0], ""boot_code_core1"": 0, ""restart_count"": 1017, ""boot_code_core0"": 0, ""boot_reason"": ""self_restart"", ""sync_scalar"": 0}"
4,340000e2-90de-4061-97ce-29cc8454cb13,36c98d28-de3f-4457-805c-05936480806f,Normal,1545656132619,"{""device_publish_freq"": 60000, ""restart_time"": 0, ""boot_code"": ""RR_UART_MGR_NRF_NOT_RESPONDING"", ""ap_connected_rssi"": -63, ""tracker_publish_freq"": 10000, ""ap_connected_to"": ""Gravity Tracking"", ""coordinates"": [0, 0, 0], ""boot_code_core1"": 0, ""restart_count"": 0, ""boot_code_core0"": 0, ""boot_reason"": ""Self restart"", ""sync_scalar"": 0}"
