installation_id,tracker_id,start_time,end_time,restart_reason,restart_count
f52ea36d-5506-48e6-a7c3-16c9d5c7c377,6a144d52-2da0-4039-af37-6912b7af87c7,1545656132619,1545656112643,self_restart,1017
